timestamp,role,content,session_id,room_number,confidence_score,processing_time_ms
2025-09-23T19:50:39.814124,user," ठीक है, धन्यवाद।",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:42.230490,user, इस रूम का प्राइस लिस्ट बताइए।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:45.029819,user," एक मिनट, चेक कर सकते हैं?",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:48.335280,user," ठीक है, एक... ठीक है, एक स्पार्कलिंग वाटर ऐड कर दो मेरे लिए।",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:51.203561,user," और, मुझे पिज्जा ऑर्डर करना है।",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:56.782284,assistant,"हमारे पिज्जा मेनू में निम्नलिखित विकल्प हैं:  

1. **पीपरोनी** – $14.00 (नॉन-वेज), स्पाइसी पीपरोनी और मोज़ेरेला चीज़ के साथ।  
2. **वेजी सुप्रीम** – $13.50 (वेज), बैल प्याज, अंडा प्याज, ओलिव, मशरूम, और मोज़ेरेला चीज़ के साथ।  
3. **मार्गरिटा** – $12.50 (वेज), ताजा मोज़ेरेला, टमाटर के रस, और बेसिल के साथ पतले क्रस्ट पर।  
4. **बीबीक्यू चिकन** – $15.50 (नॉन-वेज), बीबीक्यू सॉस के आधार पर, ग्रिल्ड चिकन स्ट्रिप्स, लाल प्याज, और किलेरी के साथ।  
5. **हवाई** – $14.50 (नॉन-वेज), हैम, आम के टुकड़े, और चीज़ी आधार के साथ उष्णकटिबंधीय आनंद।  

कृपया बताएं कि आप इनमें से कौन-सा पिज्जा ऑर्डर करना चाहते हैं? क्या आपको किसी विशेष मात्रा में या अतिरिक्त विकल्प की आवश्यकता है?",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:51:01.693985,user, हमारी पिज्जा लिस्ट देख लीजिए।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:51:04.716642,user, थैंक यू।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:51:10.325118,user," जी, आपके जो स्पाइसी फूड है, वह किस कलर चाहिए?",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:51:11.436105,user, पिच।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:51:15.221933,user," पिच, वेल डन, धन्यवाद।",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:51:18.646654,user, कितने बच्चे इसके साथ हैं?,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:51:20.794728,user, आपके बेटे दोनों बच्चे हैं।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:51:23.897424,user," एक पिच, आधा बच्चा और एक बड़ा बच्चा।",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:51:25.925764,user, बेसिन के साथ कितने बेसिन हैं?,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:51:30.248847,user," ठीक है, ठीक है, बहुत बढ़िया। मुझे मार्गरेटा पिज्जा ऐड करवाना है।",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:51:32.427748,user, दो क्वांटिटीज में।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:52:03.903119,assistant,"ठीक है! मैंने आपके ऑर्डर में **2 मार्गरिटा पिज्जा** जोड़ दिए हैं। अब आपका ऑर्डर इस प्रकार है:  

- **स्पार्कलिंग वाटर**: 1  
- **मार्गरिटा पिज्जा**: 2  

क्या आपको और कुछ जरूरत है? खाने के अन्य विकल्प या पेय जोड़ना चाहते हैं?",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:52:07.929405,user, ठीक है।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:52:21.514225,user, मैंने आपके ऑर्डर की स्टार्ट-स्टॉप लिस्ट आपके कंप्यूटर स्टार्ट-स्टॉप स्क्रीन के स्टार्ट-स्पेस मार्गरेटा वाटर स्टार्ट-स्पेस और स्पेस-स्पेस मार्गरेटा पिज्जा स्टार्ट-स्पेस सेम तीनों स्टार्ट-स्पेस हैं। क्या?,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:52:24.474443,user, खाने के आइटम्स का पूरा पेज होना चाहिए।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:52:33.852272,user, एक सिंगल लाइन में मुझे बताओ कि मैंने क्या-क्या ऑर्डर किया था और कितने क्वांटिटीज में।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:52:46.359552,assistant,Great news! Your order has been successfully placed for room 9. You can expect your delicious food to arrive in about 25 to 30 minutes. Is there anything else I can help you with today?,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:52:49.539274,user, एक लिस्ट।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:52:52.944618,user, दो ऑर्डर,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:52:56.304192,user, कैन एक्सपेक्ट एनी इश्यूज?,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:52:58.817498,user, हमारा रूम नंबर 9 है।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:53:03.061181,user, कितने आइटम्स हैं 9 कैन में?,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:53:04.543673,user, बहुत-बहुत आभार आपका।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:53:05.975728,user, धन्यवाद।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:53:07.308180,assistant,You're very welcome! Your order is already on its way to your room. Have a wonderful day!,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:53:16.154830,user, मार्गरेटा पिज्जा दो ऑर्डर और एक मार्गरेटा पिज्जा दो ऑर्डर,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
